datetime,water_level_m,error
24/06/2006 20:58,212.425,0.004
25/06/2006 20:58,212.425,0.004
26/06/2006 20:58,212.425,0.004
27/06/2006 20:58,212.425,0.004
28/06/2006 20:58,212.425,0.004
29/06/2006 20:58,211.964,0.027
30/06/2006 20:58,211.964,0.027
01/07/2006 20:58,211.964,0.027
02/07/2006 20:58,211.964,0.027
03/07/2006 20:58,211.964,0.027
04/07/2006 20:58,211.964,0.027
05/07/2006 20:58,211.964,0.027
06/07/2006 20:58,211.964,0.027
07/07/2006 20:58,211.964,0.027
08/07/2006 20:58,211.964,0.027
09/07/2006 20:58,211.964,0.027
10/07/2006 20:58,211.964,0.027
11/07/2006 20:58,211.964,0.027
12/07/2006 20:58,211.964,0.027
13/07/2006 20:58,211.964,0.027
14/07/2006 20:58,211.964,0.027
15/07/2006 20:58,211.964,0.027
16/07/2006 20:58,211.964,0.027
17/07/2006 20:58,211.964,0.027
18/07/2006 20:58,211.964,0.027
19/07/2006 20:58,211.964,0.027
20/07/2006 20:58,211.964,0.027
21/07/2006 20:58,211.964,0.027
22/07/2006 20:58,211.964,0.027
23/07/2006 20:58,211.964,0.027
24/07/2006 20:58,211.964,0.027
25/07/2006 20:58,211.964,0.027
26/07/2006 20:58,211.964,0.027
27/07/2006 20:58,211.964,0.027
28/07/2006 20:58,211.964,0.027
29/07/2006 20:58,211.964,0.027
30/07/2006 20:58,211.964,0.027
31/07/2006 20:58,211.964,0.027
01/08/2006 20:58,211.964,0.027
02/08/2006 20:58,211.964,0.027
03/08/2006 20:58,212.192,0.019
04/08/2006 20:58,212.192,0.019
05/08/2006 20:58,212.192,0.019
06/08/2006 20:58,212.192,0.019
07/08/2006 20:58,212.192,0.019
08/08/2006 20:58,212.192,0.019
09/08/2006 20:58,212.192,0.019
10/08/2006 20:58,212.192,0.019
11/08/2006 20:58,212.192,0.019
12/08/2006 20:58,212.192,0.019
13/08/2006 20:58,212.192,0.019
14/08/2006 20:58,212.192,0.019
15/08/2006 20:58,212.192,0.019
16/08/2006 20:58,212.192,0.019
17/08/2006 20:58,212.192,0.019
18/08/2006 20:58,212.192,0.019
19/08/2006 20:58,212.192,0.019
20/08/2006 20:58,212.192,0.019
21/08/2006 20:58,212.192,0.019
22/08/2006 20:58,212.192,0.019
23/08/2006 20:58,212.192,0.019
24/08/2006 20:58,212.192,0.019
25/08/2006 20:58,212.192,0.019
26/08/2006 20:58,212.192,0.019
27/08/2006 20:58,212.192,0.019
28/08/2006 20:58,212.192,0.019
29/08/2006 20:58,212.192,0.019
30/08/2006 20:58,212.192,0.019
31/08/2006 20:58,212.192,0.019
01/09/2006 20:58,212.192,0.019
02/09/2006 20:58,212.192,0.019
03/09/2006 20:58,212.192,0.019
04/09/2006 20:58,212.192,0.019
05/09/2006 20:58,212.192,0.019
06/09/2006 20:58,212.192,0.019
07/09/2006 20:58,212.192,0.019
08/09/2006 20:58,212.192,0.019
09/09/2006 20:58,212.192,0.019
10/09/2006 20:58,212.192,0.019
11/09/2006 20:58,212.192,0.019
12/09/2006 20:58,212.192,0.019
13/09/2006 20:58,212.192,0.019
14/09/2006 20:58,212.192,0.019
15/09/2006 20:58,212.192,0.019
16/09/2006 20:58,212.192,0.019
17/09/2006 20:58,212.192,0.019
18/09/2006 20:58,212.192,0.019
19/09/2006 20:58,212.192,0.019
20/09/2006 20:58,212.192,0.019
21/09/2006 20:58,212.192,0.019
22/09/2006 20:58,212.192,0.019
23/09/2006 20:58,212.192,0.019
24/09/2006 20:58,212.192,0.019
25/09/2006 20:58,212.192,0.019
26/09/2006 20:58,212.192,0.019
27/09/2006 20:58,212.192,0.019
28/09/2006 20:58,212.192,0.019
29/09/2006 20:58,212.192,0.019
30/09/2006 20:58,212.192,0.019
01/10/2006 20:58,212.192,0.019
02/10/2006 20:58,212.192,0.019
03/10/2006 20:58,212.192,0.019
04/10/2006 20:58,212.192,0.019
05/10/2006 20:58,212.192,0.019
06/10/2006 20:58,212.192,0.019
07/10/2006 20:58,212.192,0.019
08/10/2006 20:58,212.192,0.019
09/10/2006 20:58,212.192,0.019
10/10/2006 20:58,212.192,0.019
11/10/2006 20:58,212.192,0.019
12/10/2006 20:58,215.514,0.006
13/10/2006 20:58,215.514,0.006
14/10/2006 20:58,215.514,0.006
15/10/2006 20:58,215.514,0.006
16/10/2006 20:58,215.514,0.006
17/10/2006 20:58,215.514,0.006
18/10/2006 20:58,215.514,0.006
19/10/2006 20:58,215.514,0.006
20/10/2006 20:58,215.514,0.006
21/10/2006 20:58,215.514,0.006
22/10/2006 20:58,215.514,0.006
23/10/2006 20:58,215.514,0.006
24/10/2006 20:58,215.514,0.006
25/10/2006 20:58,215.514,0.006
26/10/2006 20:58,215.514,0.006
27/10/2006 20:58,215.514,0.006
28/10/2006 20:58,215.514,0.006
29/10/2006 20:58,215.514,0.006
30/10/2006 20:58,215.514,0.006
31/10/2006 20:58,215.514,0.006
01/11/2006 20:58,215.514,0.006
02/11/2006 20:58,215.514,0.006
03/11/2006 20:58,215.514,0.006
04/11/2006 20:58,215.514,0.006
05/11/2006 20:58,215.514,0.006
06/11/2006 20:58,215.514,0.006
07/11/2006 20:58,215.514,0.006
08/11/2006 20:58,215.514,0.006
09/11/2006 20:58,215.514,0.006
10/11/2006 20:58,215.514,0.006
11/11/2006 20:58,215.514,0.006
12/11/2006 20:58,215.514,0.006
13/11/2006 20:58,215.514,0.006
14/11/2006 20:58,215.514,0.006
15/11/2006 20:58,215.514,0.006
16/11/2006 20:58,216.117,0.009
17/11/2006 20:58,216.117,0.009
18/11/2006 20:58,216.117,0.009
19/11/2006 20:58,216.117,0.009
20/11/2006 20:58,216.117,0.009
21/11/2006 20:58,216.117,0.009
22/11/2006 20:58,216.117,0.009
23/11/2006 20:58,216.117,0.009
24/11/2006 20:58,216.117,0.009
25/11/2006 20:58,216.117,0.009
26/11/2006 20:58,216.117,0.009
27/11/2006 20:58,216.117,0.009
28/11/2006 20:58,216.117,0.009
29/11/2006 20:58,216.117,0.009
30/11/2006 20:58,216.117,0.009
01/12/2006 20:58,216.117,0.009
02/12/2006 20:58,216.117,0.009
03/12/2006 20:58,216.117,0.009
04/12/2006 20:58,216.117,0.009
05/12/2006 20:58,216.117,0.009
06/12/2006 20:58,216.117,0.009
07/12/2006 20:58,216.117,0.009
08/12/2006 20:58,216.117,0.009
09/12/2006 20:58,216.117,0.009
10/12/2006 20:58,216.117,0.009
11/12/2006 20:58,216.117,0.009
12/12/2006 20:58,216.117,0.009
13/12/2006 20:58,216.117,0.009
14/12/2006 20:58,216.117,0.009
15/12/2006 20:58,216.117,0.009
16/12/2006 20:58,216.117,0.009
17/12/2006 20:58,216.117,0.009
18/12/2006 20:58,216.117,0.009
19/12/2006 20:58,216.117,0.009
20/12/2006 20:58,216.117,0.009
21/12/2006 20:58,215.426,0.002
22/12/2006 20:58,215.426,0.002
23/12/2006 20:58,215.426,0.002
24/12/2006 20:58,215.426,0.002
25/12/2006 20:58,215.426,0.002
26/12/2006 20:58,215.426,0.002
27/12/2006 20:58,215.426,0.002
28/12/2006 20:58,215.426,0.002
29/12/2006 20:58,215.426,0.002
30/12/2006 20:58,215.426,0.002
31/12/2006 20:58,215.426,0.002
01/01/2007 20:58,215.426,0.002
02/01/2007 20:58,215.426,0.002
03/01/2007 20:58,215.426,0.002
04/01/2007 20:58,215.426,0.002
05/01/2007 20:58,215.426,0.002
06/01/2007 20:58,215.426,0.002
07/01/2007 20:58,215.426,0.002
08/01/2007 20:58,215.426,0.002
09/01/2007 20:58,215.426,0.002
10/01/2007 20:58,215.426,0.002
11/01/2007 20:58,215.426,0.002
12/01/2007 20:58,215.426,0.002
13/01/2007 20:58,215.426,0.002
14/01/2007 20:58,215.426,0.002
15/01/2007 20:58,215.426,0.002
16/01/2007 20:58,215.426,0.002
17/01/2007 20:58,215.426,0.002
18/01/2007 20:58,215.426,0.002
19/01/2007 20:58,215.426,0.002
20/01/2007 20:58,215.426,0.002
21/01/2007 20:58,215.426,0.002
22/01/2007 20:58,215.426,0.002
23/01/2007 20:58,215.426,0.002
24/01/2007 20:58,214.882,0.014
25/01/2007 20:58,214.882,0.014
26/01/2007 20:58,214.882,0.014
27/01/2007 20:58,214.882,0.014
28/01/2007 20:58,214.882,0.014
29/01/2007 20:58,214.882,0.014
30/01/2007 20:58,214.882,0.014
31/01/2007 20:58,214.882,0.014
01/02/2007 20:58,214.882,0.014
02/02/2007 20:58,214.882,0.014
03/02/2007 20:58,214.882,0.014
04/02/2007 20:58,214.882,0.014
05/02/2007 20:58,214.882,0.014
06/02/2007 20:58,214.882,0.014
07/02/2007 20:58,214.882,0.014
08/02/2007 20:58,214.882,0.014
09/02/2007 20:58,214.882,0.014
10/02/2007 20:58,214.882,0.014
11/02/2007 20:58,214.882,0.014
12/02/2007 20:58,214.882,0.014
13/02/2007 20:58,214.882,0.014
14/02/2007 20:58,214.882,0.014
15/02/2007 20:58,214.882,0.014
16/02/2007 20:58,214.882,0.014
17/02/2007 20:58,214.882,0.014
18/02/2007 20:58,214.882,0.014
19/02/2007 20:58,214.882,0.014
20/02/2007 20:58,214.882,0.014
21/02/2007 20:58,214.882,0.014
22/02/2007 20:58,214.882,0.014
23/02/2007 20:58,214.882,0.014
24/02/2007 20:58,214.882,0.014
25/02/2007 20:58,214.882,0.014
26/02/2007 20:58,214.882,0.014
27/02/2007 20:58,214.882,0.014
28/02/2007 20:58,214.882,0.014
01/03/2007 20:58,214.882,0.014
02/03/2007 20:58,214.882,0.014
03/03/2007 20:58,214.882,0.014
04/03/2007 20:58,214.882,0.014
05/03/2007 20:58,214.882,0.014
06/03/2007 20:58,214.882,0.014
07/03/2007 20:58,214.882,0.014
08/03/2007 20:58,214.882,0.014
09/03/2007 20:58,214.882,0.014
10/03/2007 20:58,214.882,0.014
11/03/2007 20:58,214.882,0.014
12/03/2007 20:58,214.882,0.014
13/03/2007 20:58,214.882,0.014
14/03/2007 20:58,214.882,0.014
15/03/2007 20:58,214.882,0.014
16/03/2007 20:58,214.882,0.014
17/03/2007 20:58,214.882,0.014
18/03/2007 20:58,214.882,0.014
19/03/2007 20:58,214.882,0.014
20/03/2007 20:58,214.882,0.014
21/03/2007 20:58,214.882,0.014
22/03/2007 20:58,214.882,0.014
23/03/2007 20:58,214.882,0.014
24/03/2007 20:58,214.882,0.014
25/03/2007 20:58,214.882,0.014
26/03/2007 20:58,214.882,0.014
27/03/2007 20:58,214.882,0.014
28/03/2007 20:58,214.882,0.014
29/03/2007 20:58,214.882,0.014
30/03/2007 20:58,214.882,0.014
31/03/2007 20:58,214.882,0.014
01/04/2007 20:58,214.882,0.014
02/04/2007 20:58,214.882,0.014
03/04/2007 20:58,214.882,0.014
04/04/2007 20:58,213.047,0.003
05/04/2007 20:58,213.047,0.003
06/04/2007 20:58,213.047,0.003
07/04/2007 20:58,213.047,0.003
08/04/2007 20:58,213.047,0.003
09/04/2007 20:58,213.047,0.003
10/04/2007 20:58,213.047,0.003
11/04/2007 20:58,213.047,0.003
12/04/2007 20:58,213.047,0.003
13/04/2007 20:58,213.047,0.003
14/04/2007 20:58,213.047,0.003
15/04/2007 20:58,213.047,0.003
16/04/2007 20:58,213.047,0.003
17/04/2007 20:58,213.047,0.003
18/04/2007 20:58,213.047,0.003
19/04/2007 20:58,213.047,0.003
20/04/2007 20:58,213.047,0.003
21/04/2007 20:58,213.047,0.003
22/04/2007 20:58,213.047,0.003
23/04/2007 20:58,213.047,0.003
24/04/2007 20:58,213.047,0.003
25/04/2007 20:58,213.047,0.003
26/04/2007 20:58,213.047,0.003
27/04/2007 20:58,213.047,0.003
28/04/2007 20:58,213.047,0.003
29/04/2007 20:58,213.047,0.003
30/04/2007 20:58,213.047,0.003
01/05/2007 20:58,213.047,0.003
02/05/2007 20:58,213.047,0.003
03/05/2007 20:58,213.047,0.003
04/05/2007 20:58,213.047,0.003
05/05/2007 20:58,213.047,0.003
06/05/2007 20:58,213.047,0.003
07/05/2007 20:58,213.047,0.003
08/05/2007 20:58,213.047,0.003
09/05/2007 20:58,212.245,0.001
10/05/2007 20:58,212.245,0.001
11/05/2007 20:58,212.245,0.001
12/05/2007 20:58,212.245,0.001
13/05/2007 20:58,212.245,0.001
14/05/2007 20:58,212.245,0.001
15/05/2007 20:58,212.245,0.001
16/05/2007 20:58,212.245,0.001
17/05/2007 20:58,212.245,0.001
18/05/2007 20:58,212.245,0.001
19/05/2007 20:58,212.245,0.001
20/05/2007 20:58,212.245,0.001
21/05/2007 20:58,212.245,0.001
22/05/2007 20:58,212.245,0.001
23/05/2007 20:58,212.245,0.001
24/05/2007 20:58,212.245,0.001
25/05/2007 20:58,212.245,0.001
26/05/2007 20:58,212.245,0.001
27/05/2007 20:58,212.245,0.001
28/05/2007 20:58,212.245,0.001
29/05/2007 20:58,212.245,0.001
30/05/2007 20:58,212.245,0.001
31/05/2007 20:58,212.245,0.001
01/06/2007 20:58,212.245,0.001
02/06/2007 20:58,212.245,0.001
03/06/2007 20:58,212.245,0.001
04/06/2007 20:58,212.245,0.001
05/06/2007 20:58,212.245,0.001
06/06/2007 20:58,212.245,0.001
07/06/2007 20:58,212.245,0.001
08/06/2007 20:58,212.245,0.001
09/06/2007 20:58,212.245,0.001
10/06/2007 20:58,212.245,0.001
11/06/2007 20:58,212.245,0.001
12/06/2007 20:58,212.245,0.001
13/06/2007 20:58,212.245,0.001
14/06/2007 20:58,211.977,0.001
15/06/2007 20:58,211.977,0.001
16/06/2007 20:58,211.977,0.001
17/06/2007 20:58,211.977,0.001
18/06/2007 20:58,211.977,0.001
19/06/2007 20:58,211.977,0.001
20/06/2007 20:58,211.977,0.001
21/06/2007 20:58,211.977,0.001
22/06/2007 20:58,211.977,0.001
23/06/2007 20:58,211.977,0.001
24/06/2007 20:58,211.977,0.001
25/06/2007 20:58,211.977,0.001
26/06/2007 20:58,211.977,0.001
27/06/2007 20:58,211.977,0.001
28/06/2007 20:58,211.977,0.001
29/06/2007 20:58,211.977,0.001
30/06/2007 20:58,211.977,0.001
01/07/2007 20:58,211.977,0.001
02/07/2007 20:58,211.977,0.001
03/07/2007 20:58,211.977,0.001
04/07/2007 20:58,211.977,0.001
05/07/2007 20:58,211.977,0.001
06/07/2007 20:58,211.977,0.001
07/07/2007 20:58,211.977,0.001
08/07/2007 20:58,211.977,0.001
09/07/2007 20:58,211.977,0.001
10/07/2007 20:58,211.977,0.001
11/07/2007 20:58,211.977,0.001
12/07/2007 20:58,211.977,0.001
13/07/2007 20:58,211.977,0.001
14/07/2007 20:58,211.977,0.001
15/07/2007 20:58,211.977,0.001
16/07/2007 20:58,211.977,0.001
17/07/2007 20:58,211.977,0.001
18/07/2007 20:58,211.977,0.001
19/07/2007 20:58,211.816,0.009
20/07/2007 20:58,211.816,0.009
21/07/2007 20:58,211.816,0.009
22/07/2007 20:58,211.816,0.009
23/07/2007 20:58,211.816,0.009
24/07/2007 20:58,211.816,0.009
25/07/2007 20:58,211.816,0.009
26/07/2007 20:58,211.816,0.009
27/07/2007 20:58,211.816,0.009
28/07/2007 20:58,211.816,0.009
29/07/2007 20:58,211.816,0.009
30/07/2007 20:58,211.816,0.009
31/07/2007 20:58,211.816,0.009
01/08/2007 20:58,211.816,0.009
02/08/2007 20:58,211.816,0.009
03/08/2007 20:58,211.816,0.009
04/08/2007 20:58,211.816,0.009
05/08/2007 20:58,211.816,0.009
06/08/2007 20:58,211.816,0.009
07/08/2007 20:58,211.816,0.009
08/08/2007 20:58,211.816,0.009
09/08/2007 20:58,211.816,0.009
10/08/2007 20:58,211.816,0.009
11/08/2007 20:58,211.816,0.009
12/08/2007 20:58,211.816,0.009
13/08/2007 20:58,211.816,0.009
14/08/2007 20:58,211.816,0.009
15/08/2007 20:58,211.816,0.009
16/08/2007 20:58,211.816,0.009
17/08/2007 20:58,211.816,0.009
18/08/2007 20:58,211.816,0.009
19/08/2007 20:58,211.816,0.009
20/08/2007 20:58,211.816,0.009
21/08/2007 20:58,211.816,0.009
22/08/2007 20:58,211.816,0.009
23/08/2007 20:58,213.544,0.023
24/08/2007 20:58,213.544,0.023
25/08/2007 20:58,213.544,0.023
26/08/2007 20:58,213.544,0.023
27/08/2007 20:58,213.544,0.023
28/08/2007 20:58,213.544,0.023
29/08/2007 20:58,213.544,0.023
30/08/2007 20:58,213.544,0.023
31/08/2007 20:58,213.544,0.023
01/09/2007 20:58,213.544,0.023
02/09/2007 20:58,213.544,0.023
03/09/2007 20:58,213.544,0.023
04/09/2007 20:58,213.544,0.023
05/09/2007 20:58,213.544,0.023
06/09/2007 20:58,213.544,0.023
07/09/2007 20:58,213.544,0.023
08/09/2007 20:58,213.544,0.023
09/09/2007 20:58,213.544,0.023
10/09/2007 20:58,213.544,0.023
11/09/2007 20:58,213.544,0.023
12/09/2007 20:58,213.544,0.023
13/09/2007 20:58,213.544,0.023
14/09/2007 20:58,213.544,0.023
15/09/2007 20:58,213.544,0.023
16/09/2007 20:58,213.544,0.023
17/09/2007 20:58,213.544,0.023
18/09/2007 20:58,213.544,0.023
19/09/2007 20:58,213.544,0.023
20/09/2007 20:58,213.544,0.023
21/09/2007 20:58,213.544,0.023
22/09/2007 20:58,213.544,0.023
23/09/2007 20:58,213.544,0.023
24/09/2007 20:58,213.544,0.023
25/09/2007 20:58,213.544,0.023
26/09/2007 20:58,213.544,0.023
27/09/2007 20:58,213.544,0.023
28/09/2007 20:58,213.544,0.023
29/09/2007 20:58,213.544,0.023
30/09/2007 20:58,213.544,0.023
01/10/2007 20:58,213.544,0.023
02/10/2007 20:58,213.544,0.023
03/10/2007 20:58,213.544,0.023
04/10/2007 20:58,213.544,0.023
05/10/2007 20:58,213.544,0.023
06/10/2007 20:58,213.544,0.023
07/10/2007 20:58,213.544,0.023
08/10/2007 20:58,213.544,0.023
09/10/2007 20:58,213.544,0.023
10/10/2007 20:58,213.544,0.023
11/10/2007 20:58,213.544,0.023
12/10/2007 20:58,213.544,0.023
13/10/2007 20:58,213.544,0.023
14/10/2007 20:58,213.544,0.023
15/10/2007 20:58,213.544,0.023
16/10/2007 20:58,213.544,0.023
17/10/2007 20:58,213.544,0.023
18/10/2007 20:58,213.544,0.023
19/10/2007 20:58,213.544,0.023
20/10/2007 20:58,213.544,0.023
21/10/2007 20:58,213.544,0.023
22/10/2007 20:58,213.544,0.023
23/10/2007 20:58,213.544,0.023
24/10/2007 20:58,213.544,0.023
25/10/2007 20:58,213.544,0.023
26/10/2007 20:58,213.544,0.023
27/10/2007 20:58,213.544,0.023
28/10/2007 20:58,213.544,0.023
29/10/2007 20:58,213.544,0.023
30/10/2007 20:58,213.544,0.023
31/10/2007 20:58,215.817,0.023
01/11/2007 20:58,215.817,0.023
02/11/2007 20:58,215.817,0.023
03/11/2007 20:58,215.817,0.023
04/11/2007 20:58,215.817,0.023
05/11/2007 20:58,215.817,0.023
06/11/2007 20:58,215.817,0.023
07/11/2007 20:58,215.817,0.023
08/11/2007 20:58,215.817,0.023
09/11/2007 20:58,215.817,0.023
10/11/2007 20:58,215.817,0.023
11/11/2007 20:58,215.817,0.023
12/11/2007 20:58,215.817,0.023
13/11/2007 20:58,215.817,0.023
14/11/2007 20:58,215.817,0.023
15/11/2007 20:58,215.817,0.023
16/11/2007 20:58,215.817,0.023
17/11/2007 20:58,215.817,0.023
18/11/2007 20:58,215.817,0.023
19/11/2007 20:58,215.817,0.023
20/11/2007 20:58,215.817,0.023
21/11/2007 20:58,215.817,0.023
22/11/2007 20:58,215.817,0.023
23/11/2007 20:58,215.817,0.023
24/11/2007 20:58,215.817,0.023
25/11/2007 20:58,215.817,0.023
26/11/2007 20:58,215.817,0.023
27/11/2007 20:58,215.817,0.023
28/11/2007 20:58,215.817,0.023
29/11/2007 20:58,215.817,0.023
30/11/2007 20:58,215.817,0.023
01/12/2007 20:58,215.817,0.023
02/12/2007 20:58,215.817,0.023
03/12/2007 20:58,215.817,0.023
04/12/2007 20:58,215.817,0.023
05/12/2007 20:58,215.368,0
06/12/2007 20:58,215.368,0
07/12/2007 20:58,215.368,0
08/12/2007 20:58,215.368,0
09/12/2007 20:58,215.368,0
10/12/2007 20:58,215.368,0
11/12/2007 20:58,215.368,0
12/12/2007 20:58,215.368,0
13/12/2007 20:58,215.368,0
14/12/2007 20:58,215.368,0
15/12/2007 20:58,215.368,0
16/12/2007 20:58,215.368,0
17/12/2007 20:58,215.368,0
18/12/2007 20:58,215.368,0
19/12/2007 20:58,215.368,0
20/12/2007 20:58,215.368,0
21/12/2007 20:58,215.368,0
22/12/2007 20:58,215.368,0
23/12/2007 20:58,215.368,0
24/12/2007 20:58,215.368,0
25/12/2007 20:58,215.368,0
26/12/2007 20:58,215.368,0
27/12/2007 20:58,215.368,0
28/12/2007 20:58,215.368,0
29/12/2007 20:58,215.368,0
30/12/2007 20:58,215.368,0
31/12/2007 20:58,215.368,0
01/01/2008 20:58,215.368,0
02/01/2008 20:58,215.368,0
03/01/2008 20:58,215.368,0
04/01/2008 20:58,215.368,0
05/01/2008 20:58,215.368,0
06/01/2008 20:58,215.368,0
07/01/2008 20:58,215.368,0
08/01/2008 20:58,215.368,0
09/01/2008 20:58,214.77,0.001
10/01/2008 20:58,214.77,0.001
11/01/2008 20:58,214.77,0.001
12/01/2008 20:58,214.77,0.001
13/01/2008 20:58,214.77,0.001
14/01/2008 20:58,214.77,0.001
15/01/2008 20:58,214.77,0.001
16/01/2008 20:58,214.77,0.001
17/01/2008 20:58,214.77,0.001
18/01/2008 20:58,214.77,0.001
19/01/2008 20:58,214.77,0.001
20/01/2008 20:58,214.77,0.001
21/01/2008 20:58,214.77,0.001
22/01/2008 20:58,214.77,0.001
23/01/2008 20:58,214.77,0.001
24/01/2008 20:58,214.77,0.001
25/01/2008 20:58,214.77,0.001
26/01/2008 20:58,214.77,0.001
27/01/2008 20:58,214.77,0.001
28/01/2008 20:58,214.77,0.001
29/01/2008 20:58,214.77,0.001
30/01/2008 20:58,214.77,0.001
31/01/2008 20:58,214.77,0.001
01/02/2008 20:58,214.77,0.001
02/02/2008 20:58,214.77,0.001
03/02/2008 20:58,214.77,0.001
04/02/2008 20:58,214.77,0.001
05/02/2008 20:58,214.77,0.001
06/02/2008 20:58,214.77,0.001
07/02/2008 20:58,214.77,0.001
08/02/2008 20:58,214.77,0.001
09/02/2008 20:58,214.77,0.001
10/02/2008 20:58,214.77,0.001
11/02/2008 20:58,214.77,0.001
12/02/2008 20:58,214.77,0.001
13/02/2008 20:58,213.916,0.035
14/02/2008 20:58,213.916,0.035
15/02/2008 20:58,213.916,0.035
16/02/2008 20:58,213.916,0.035
17/02/2008 20:58,213.916,0.035
18/02/2008 20:58,213.916,0.035
19/02/2008 20:58,213.916,0.035
20/02/2008 20:58,213.916,0.035
21/02/2008 20:58,213.916,0.035
22/02/2008 20:58,213.916,0.035
23/02/2008 20:58,213.916,0.035
24/02/2008 20:58,213.916,0.035
25/02/2008 20:58,213.916,0.035
26/02/2008 20:58,213.916,0.035
27/02/2008 20:58,213.916,0.035
28/02/2008 20:58,213.916,0.035
29/02/2008 20:58,213.916,0.035
01/03/2008 20:58,213.916,0.035
02/03/2008 20:58,213.916,0.035
03/03/2008 20:58,213.916,0.035
04/03/2008 20:58,213.916,0.035
05/03/2008 20:58,213.916,0.035
06/03/2008 20:58,213.916,0.035
07/03/2008 20:58,213.916,0.035
08/03/2008 20:58,213.916,0.035
09/03/2008 20:58,213.916,0.035
10/03/2008 20:58,213.916,0.035
11/03/2008 20:58,213.916,0.035
12/03/2008 20:58,213.916,0.035
13/03/2008 20:58,213.916,0.035
14/03/2008 20:58,213.916,0.035
15/03/2008 20:58,213.916,0.035
16/03/2008 20:58,213.916,0.035
17/03/2008 20:58,213.916,0.035
18/03/2008 20:58,213.916,0.035
19/03/2008 20:58,213.137,0.001
20/03/2008 20:58,213.137,0.001
21/03/2008 20:58,213.137,0.001
22/03/2008 20:58,213.137,0.001
23/03/2008 20:58,213.137,0.001
24/03/2008 20:58,213.137,0.001
25/03/2008 20:58,213.137,0.001
26/03/2008 20:58,213.137,0.001
27/03/2008 20:58,213.137,0.001
28/03/2008 20:58,213.137,0.001
29/03/2008 20:58,213.137,0.001
30/03/2008 20:58,213.137,0.001
31/03/2008 20:58,213.137,0.001
01/04/2008 20:58,213.137,0.001
02/04/2008 20:58,213.137,0.001
03/04/2008 20:58,213.137,0.001
04/04/2008 20:58,213.137,0.001
05/04/2008 20:58,213.137,0.001
06/04/2008 20:58,213.137,0.001
07/04/2008 20:58,213.137,0.001
08/04/2008 20:58,213.137,0.001
09/04/2008 20:58,213.137,0.001
10/04/2008 20:58,213.137,0.001
11/04/2008 20:58,213.137,0.001
12/04/2008 20:58,213.137,0.001
13/04/2008 20:58,213.137,0.001
14/04/2008 20:58,213.137,0.001
15/04/2008 20:58,213.137,0.001
16/04/2008 20:58,213.137,0.001
17/04/2008 20:58,213.137,0.001
18/04/2008 20:58,213.137,0.001
19/04/2008 20:58,213.137,0.001
20/04/2008 20:58,213.137,0.001
21/04/2008 20:58,213.137,0.001
22/04/2008 20:58,213.137,0.001
23/04/2008 20:58,211.948,0.009
24/04/2008 20:58,211.948,0.009
25/04/2008 20:58,211.948,0.009
26/04/2008 20:58,211.948,0.009
27/04/2008 20:58,211.948,0.009
28/04/2008 20:58,211.948,0.009
29/04/2008 20:58,211.948,0.009
30/04/2008 20:58,211.948,0.009
01/05/2008 20:58,211.948,0.009
02/05/2008 20:58,211.948,0.009
03/05/2008 20:58,211.948,0.009
04/05/2008 20:58,211.948,0.009
05/05/2008 20:58,211.948,0.009
06/05/2008 20:58,211.948,0.009
07/05/2008 20:58,211.948,0.009
08/05/2008 20:58,211.948,0.009
09/05/2008 20:58,211.948,0.009
10/05/2008 20:58,211.948,0.009
11/05/2008 20:58,211.948,0.009
12/05/2008 20:58,211.948,0.009
13/05/2008 20:58,211.948,0.009
14/05/2008 20:58,211.948,0.009
15/05/2008 20:58,211.948,0.009
16/05/2008 20:58,211.948,0.009
17/05/2008 20:58,211.948,0.009
18/05/2008 20:58,211.948,0.009
19/05/2008 20:58,211.948,0.009
20/05/2008 20:58,211.948,0.009
21/05/2008 20:58,211.948,0.009
22/05/2008 20:58,211.948,0.009
23/05/2008 20:58,211.948,0.009
24/05/2008 20:58,211.948,0.009
25/05/2008 20:58,211.948,0.009
26/05/2008 20:58,211.948,0.009
27/05/2008 20:58,211.948,0.009
28/05/2008 20:58,211.225,0.027
29/05/2008 20:58,211.225,0.027
30/05/2008 20:58,211.225,0.027
31/05/2008 20:58,211.225,0.027
01/06/2008 20:58,211.225,0.027
02/06/2008 20:58,211.225,0.027
03/06/2008 20:58,211.225,0.027
04/06/2008 20:58,211.225,0.027
05/06/2008 20:58,211.225,0.027
06/06/2008 20:58,211.225,0.027
07/06/2008 20:58,211.225,0.027
08/06/2008 20:58,211.225,0.027
09/06/2008 20:58,211.225,0.027
10/06/2008 20:58,211.225,0.027
11/06/2008 20:58,211.225,0.027
12/06/2008 20:58,211.225,0.027
13/06/2008 20:58,211.225,0.027
14/06/2008 20:58,211.225,0.027
15/06/2008 20:58,211.225,0.027
16/06/2008 20:58,211.225,0.027
17/06/2008 20:58,211.225,0.027
18/06/2008 20:58,211.225,0.027
19/06/2008 20:58,211.225,0.027
20/06/2008 20:58,211.225,0.027
21/06/2008 20:58,211.225,0.027
22/06/2008 20:58,211.225,0.027
23/06/2008 20:58,211.225,0.027
24/06/2008 20:58,211.225,0.027
25/06/2008 20:58,211.225,0.027
26/06/2008 20:58,211.225,0.027
27/06/2008 20:58,211.225,0.027
28/06/2008 20:58,211.225,0.027
29/06/2008 20:58,211.225,0.027
30/06/2008 20:58,211.225,0.027
01/07/2008 20:58,211.225,0.027
