datetime,dam_discharge_(m_/s)
22/09/1990,1502
23/09/1990,1502
24/09/1990,1502
25/09/1990,1502
26/09/1990,1502
27/09/1990,1502
28/09/1990,1502
29/09/1990,1502
30/09/1990,1502
01/10/1990,3067.76
02/10/1990,2888.63
03/10/1990,3184.46
04/10/1990,3005.83
05/10/1990,3060.39
06/10/1990,2680.47
07/10/1990,3491.01
08/10/1990,2784.61
09/10/1990,2334.68
10/10/1990,2614.5
11/10/1990,2825.77
12/10/1990,3497
13/10/1990,2978.87
14/10/1990,2906.93
15/10/1990,2375.67
16/10/1990,3392.74
17/10/1990,2674.02
18/10/1990,2949.99
19/10/1990,3740.09
20/10/1990,3254.38
21/10/1990,2185.87
22/10/1990,2115.24
23/10/1990,2967.84
24/10/1990,2393.63
25/10/1990,3324.27
26/10/1990,3021.13
27/10/1990,3082.69
28/10/1990,2646.63
29/10/1990,3870.69
30/10/1990,4421.3
31/10/1990,2860.71
01/11/1990,1605.91
02/11/1990,1529.23
03/11/1990,1422.09
04/11/1990,1250.38
05/11/1990,1174.51
06/11/1990,1159.32
07/11/1990,1621.57
08/11/1990,1344.1
09/11/1990,726.51
10/11/1990,1633.46
11/11/1990,1488.52
12/11/1990,1904
13/11/1990,1611.94
14/11/1990,1056.4
15/11/1990,831.1
16/11/1990,1284.16
17/11/1990,1312.47
18/11/1990,1782.95
19/11/1990,1497.34
20/11/1990,1840.11
21/11/1990,1102.55
22/11/1990,1789.58
23/11/1990,1716.3
24/11/1990,894.53
25/11/1990,1896.79
26/11/1990,1528.04
27/11/1990,1617.61
28/11/1990,1240.53
29/11/1990,1882.57
30/11/1990,1144.24
01/12/1990,1749.63
02/12/1990,1746.18
03/12/1990,1207.75
04/12/1990,2095.01
05/12/1990,1569.46
06/12/1990,1696.17
07/12/1990,1041.86
08/12/1990,2135.32
09/12/1990,1132.63
10/12/1990,1807.47
11/12/1990,1201.57
12/12/1990,1314.3
13/12/1990,1736.63
14/12/1990,1808.27
15/12/1990,1118.61
16/12/1990,1827.14
17/12/1990,1813.49
18/12/1990,1218.61
19/12/1990,1979.59
20/12/1990,1062.94
21/12/1990,1312.57
22/12/1990,1643.7
23/12/1990,1243.93
24/12/1990,1579.15
25/12/1990,1572.32
26/12/1990,1443.88
27/12/1990,1749.72
28/12/1990,1431.49
29/12/1990,1569.46
30/12/1990,1843.94
31/12/1990,1737.21
01/01/1991,1735.81
02/01/1991,1155.25
03/01/1991,1657.44
04/01/1991,1236.45
05/01/1991,1115.58
06/01/1991,1478.49
07/01/1991,1228.71
08/01/1991,1737.19
09/01/1991,1744.36
10/01/1991,929.21
11/01/1991,1251.51
12/01/1991,1062.06
13/01/1991,1361.21
14/01/1991,1636.55
15/01/1991,1427.31
16/01/1991,1323.07
17/01/1991,1890.05
18/01/1991,808.54
19/01/1991,1871.06
20/01/1991,1336.71
21/01/1991,1476.57
22/01/1991,1341.79
23/01/1991,1962.87
24/01/1991,1130.71
25/01/1991,1503.52
26/01/1991,1658.23
27/01/1991,1016.7
28/01/1991,1224.03
29/01/1991,1455.55
30/01/1991,1234
31/01/1991,1255.32
01/02/1991,1395.04
02/02/1991,1694.87
03/02/1991,1397.18
04/02/1991,1823.53
05/02/1991,1200.67
06/02/1991,1124.42
07/02/1991,2077.9
08/02/1991,1302.61
09/02/1991,1106.73
10/02/1991,977.38
11/02/1991,1822.53
12/02/1991,1397.61
13/02/1991,1423.89
14/02/1991,1452.24
15/02/1991,1803.88
16/02/1991,1446.14
17/02/1991,2203.22
18/02/1991,1540.13
19/02/1991,1818.54
20/02/1991,1741.57
21/02/1991,1489.07
22/02/1991,1323.91
23/02/1991,1599.59
24/02/1991,1653.03
25/02/1991,1328.22
26/02/1991,1549.9
27/02/1991,1870.86
28/02/1991,2120.98
01/03/1991,1756.31
02/03/1991,2058.83
03/03/1991,1311.19
04/03/1991,1710.56
05/03/1991,1901.56
06/03/1991,1231.1
07/03/1991,1354.32
08/03/1991,2021.37
09/03/1991,1207.47
10/03/1991,1097.66
11/03/1991,1958.39
12/03/1991,1859.03
13/03/1991,1629.64
14/03/1991,1486.29
15/03/1991,1368.44
16/03/1991,1584.58
17/03/1991,1973.94
18/03/1991,1571.57
19/03/1991,2150.09
20/03/1991,1230.62
21/03/1991,1494.1
22/03/1991,1388.08
23/03/1991,1174.46
24/03/1991,1454.07
25/03/1991,1625.2
26/03/1991,1657.27
27/03/1991,2151.14
28/03/1991,1639.34
29/03/1991,1845.04
30/03/1991,1519.83
31/03/1991,2003.42
01/04/1991,2219.53
02/04/1991,1659.33
03/04/1991,1202.2
04/04/1991,1335.36
05/04/1991,1584.58
06/04/1991,1636.95
07/04/1991,1709.53
08/04/1991,1638.06
09/04/1991,1502.1
10/04/1991,1309.14
11/04/1991,1620.34
12/04/1991,2056.5
13/04/1991,1805.98
14/04/1991,1660.41
15/04/1991,1808.87
16/04/1991,1388.68
17/04/1991,1347.52
18/04/1991,1275.66
19/04/1991,1462.41
20/04/1991,1373.4
21/04/1991,1862.48
22/04/1991,1357.4
23/04/1991,1259.18
24/04/1991,2082.77
25/04/1991,1364.59
26/04/1991,1546.06
27/04/1991,1635.4
28/04/1991,1158.99
29/04/1991,1870.65
30/04/1991,1691.14
01/05/1991,3779.19
02/05/1991,2660.39
03/05/1991,3049.56
04/05/1991,3019.68
05/05/1991,3131.94
06/05/1991,2272.69
07/05/1991,3055.42
08/05/1991,2286.77
09/05/1991,3179.17
10/05/1991,1935.68
11/05/1991,2074.21
12/05/1991,3409.27
13/05/1991,2726.58
14/05/1991,2506.07
15/05/1991,3635.42
16/05/1991,3163.81
17/05/1991,3436.05
18/05/1991,2916.88
19/05/1991,4339.81
20/05/1991,2697.74
21/05/1991,3872.25
22/05/1991,2969.32
23/05/1991,2172.74
24/05/1991,3241.42
25/05/1991,3157.38
26/05/1991,2474.34
27/05/1991,2538.89
28/05/1991,2987.65
29/05/1991,3174.87
30/05/1991,1764.67
31/05/1991,3526.56
01/06/1991,2752.75
02/06/1991,2334.13
03/06/1991,3470.53
04/06/1991,2988.19
05/06/1991,3608.08
06/06/1991,3218.98
07/06/1991,2999.24
08/06/1991,2923.64
09/06/1991,3241.36
10/06/1991,2793.23
11/06/1991,2573.71
12/06/1991,3304.95
13/06/1991,2927.76
14/06/1991,3016.78
15/06/1991,3544.69
16/06/1991,2943.06
17/06/1991,3007.52
18/06/1991,2700.18
19/06/1991,3215.37
20/06/1991,3174.91
21/06/1991,3450.39
22/06/1991,2710.44
23/06/1991,2771.09
24/06/1991,3396.07
25/06/1991,3126.11
26/06/1991,2546.89
27/06/1991,3653.28
28/06/1991,2150.77
29/06/1991,3392.14
30/06/1991,2367.39
01/07/1991,3942.89
02/07/1991,2227.7
03/07/1991,3576.13
04/07/1991,2959.18
05/07/1991,2816.7
06/07/1991,3092.7
07/07/1991,3315.95
08/07/1991,2547.8
09/07/1991,2592.11
10/07/1991,3324.8
11/07/1991,2146.33
12/07/1991,2707.89
13/07/1991,4520.34
14/07/1991,2515.99
15/07/1991,3573.9
16/07/1991,2707.02
17/07/1991,3254.52
18/07/1991,3327.18
19/07/1991,3564.48
20/07/1991,2899.87
21/07/1991,3994.44
22/07/1991,2705.33
23/07/1991,3117.11
24/07/1991,3122.64
25/07/1991,2439.02
26/07/1991,2857.06
27/07/1991,3080.76
28/07/1991,2783.94
29/07/1991,4220.46
30/07/1991,2580.69
31/07/1991,3589.71
01/08/1991,2397
02/08/1991,2397
03/08/1991,2397
04/08/1991,2397
05/08/1991,2397
06/08/1991,2397
07/08/1991,2397
08/08/1991,2397
09/08/1991,2397
10/08/1991,2397
11/08/1991,2397
12/08/1991,2397
13/08/1991,2397
14/08/1991,2397
15/08/1991,2397
16/08/1991,2397
17/08/1991,2397
18/08/1991,2397
19/08/1991,2397
20/08/1991,2397
21/08/1991,2397
22/08/1991,2397
23/08/1991,2397
24/08/1991,2397
25/08/1991,2397
26/08/1991,2397
27/08/1991,2397
28/08/1991,2397
29/08/1991,2397
30/08/1991,2397
31/08/1991,2397
01/09/1991,3428.23
02/09/1991,2993.07
03/09/1991,2567.4
04/09/1991,2615.87
05/09/1991,2741.02
06/09/1991,2107.13
07/09/1991,2498.27
08/09/1991,2258.76
09/09/1991,3672.94
10/09/1991,3309.23
11/09/1991,3392.99
12/09/1991,3294.42
13/09/1991,3083.48
14/09/1991,3730.34
15/09/1991,2694.62
16/09/1991,3053.33
17/09/1991,3373.53
18/09/1991,2339.4
19/09/1991,4548.29
20/09/1991,3014.28
21/09/1991,3070.99
22/09/1991,3628.44
23/09/1991,3457.48
24/09/1991,3019.04
25/09/1991,3065.06
26/09/1991,2247.93
27/09/1991,2721.77
28/09/1991,3258.61
29/09/1991,3221.95
30/09/1991,3610.58
01/10/1991,2939.75
02/10/1991,2306.36
03/10/1991,3528.37
04/10/1991,3718.04
05/10/1991,3449.12
06/10/1991,2918.18
07/10/1991,3522.19
08/10/1991,4714.46
09/10/1991,3057.58
10/10/1991,2344.13
11/10/1991,2706.86
12/10/1991,3312.74
13/10/1991,2197.6
14/10/1991,3084.7
15/10/1991,3190.17
16/10/1991,3767.56
17/10/1991,3655.1
18/10/1991,3432.29
19/10/1991,1918.66
20/10/1991,3460.53
21/10/1991,3352.76
22/10/1991,3127.97
23/10/1991,2134.89
24/10/1991,2611.61
25/10/1991,2416.59
26/10/1991,1992.5
27/10/1991,2998.54
28/10/1991,2601.09
29/10/1991,4312.65
30/10/1991,2915.61
31/10/1991,3646.88
01/11/1991,1029.27
02/11/1991,1340.97
03/11/1991,1529.07
04/11/1991,1227.55
05/11/1991,1373.34
06/11/1991,1434.61
07/11/1991,1429.83
08/11/1991,2056.54
09/11/1991,1613.47
10/11/1991,1643.85
11/11/1991,1661.9
12/11/1991,1683.79
13/11/1991,1475.13
14/11/1991,1403.78
15/11/1991,1550.04
16/11/1991,1847.04
17/11/1991,1837.87
18/11/1991,1427.88
19/11/1991,1730.35
20/11/1991,1441.62
21/11/1991,1510.16
22/11/1991,1357.94
23/11/1991,1445.51
24/11/1991,1902.4
25/11/1991,1527.73
26/11/1991,1540.58
27/11/1991,1065.83
28/11/1991,1407.23
29/11/1991,1427.61
30/11/1991,1251.26
01/12/1991,1506.5
02/12/1991,1371.25
03/12/1991,1524
04/12/1991,1536.45
05/12/1991,1213.27
06/12/1991,1380.39
07/12/1991,1523.21
08/12/1991,1855.29
09/12/1991,1577.02
10/12/1991,1301.42
11/12/1991,1619.7
12/12/1991,2012.26
13/12/1991,1775.01
14/12/1991,1664.26
15/12/1991,1717.68
16/12/1991,1931.99
17/12/1991,1822.69
18/12/1991,1670.03
19/12/1991,1820.59
20/12/1991,1175.5
21/12/1991,1049.32
22/12/1991,1547.13
23/12/1991,1520.6
24/12/1991,1336.83
25/12/1991,1747.76
26/12/1991,941.14
27/12/1991,1339.57
28/12/1991,1354.51
29/12/1991,1009.11
30/12/1991,1948.42
31/12/1991,1092.24
01/01/1992,1323.5
02/01/1992,1772.39
03/01/1992,1693.81
04/01/1992,1167.55
05/01/1992,1704.75
06/01/1992,1586.94
07/01/1992,2199.91
08/01/1992,1621.18
09/01/1992,1457.63
10/01/1992,1243.05
11/01/1992,1276.73
12/01/1992,1252.27
13/01/1992,1911.33
14/01/1992,1505.39
15/01/1992,1669.57
16/01/1992,1954.27
17/01/1992,792.46
18/01/1992,1883.66
19/01/1992,1516.62
20/01/1992,1630.51
21/01/1992,1251.48
22/01/1992,1273.46
23/01/1992,1646.65
24/01/1992,2215.38
25/01/1992,1800.99
26/01/1992,1879.66
27/01/1992,1442.4
28/01/1992,1319.94
29/01/1992,1265.76
30/01/1992,1353.52
31/01/1992,884.17
01/02/1992,1282.52
02/02/1992,1331.89
03/02/1992,1447.39
04/02/1992,1539.53
05/02/1992,1608.74
06/02/1992,1495.52
07/02/1992,1325.57
08/02/1992,910.99
09/02/1992,1327.41
10/02/1992,1208.26
11/02/1992,1639.82
12/02/1992,1772.79
13/02/1992,1781.57
14/02/1992,1727.09
15/02/1992,1459.94
16/02/1992,1343.41
17/02/1992,1275.87
18/02/1992,1047.75
19/02/1992,1797.56
20/02/1992,1447.59
21/02/1992,1126.1
22/02/1992,1252.05
23/02/1992,1239.91
24/02/1992,1512.91
25/02/1992,1820.24
26/02/1992,1395.6
27/02/1992,824.24
28/02/1992,1443.25
29/02/1992,1453.14
01/03/1992,1432.52
02/03/1992,1311.76
03/03/1992,1565.23
04/03/1992,1519.84
05/03/1992,1492.55
06/03/1992,1623.79
07/03/1992,1371.05
08/03/1992,1354.02
09/03/1992,1914.04
10/03/1992,1667.81
11/03/1992,1748.08
12/03/1992,1867.83
13/03/1992,1657.78
14/03/1992,1778.52
15/03/1992,1026.2
16/03/1992,1561.25
17/03/1992,1445.18
18/03/1992,2003.31
19/03/1992,1778.29
20/03/1992,1310.87
21/03/1992,1611.84
22/03/1992,1550.3
23/03/1992,1636.3
24/03/1992,1194.35
25/03/1992,1608
26/03/1992,1431.55
27/03/1992,1584.73
28/03/1992,1282.68
29/03/1992,1324.48
30/03/1992,1852.15
31/03/1992,1184.54
01/04/1992,1206.67
02/04/1992,1484.53
03/04/1992,1268.43
04/04/1992,1234.49
05/04/1992,1531.52
06/04/1992,1048.48
07/04/1992,1197.61
08/04/1992,2116.23
09/04/1992,1637.84
10/04/1992,1276.03
11/04/1992,1625.46
12/04/1992,1670.2
13/04/1992,1798.32
14/04/1992,1461.85
15/04/1992,1792.95
16/04/1992,888.47
17/04/1992,1183.11
18/04/1992,1549.16
19/04/1992,1598.89
20/04/1992,1226.47
21/04/1992,1577.83
22/04/1992,1312.85
23/04/1992,1416.91
24/04/1992,1807.43
25/04/1992,1772.68
26/04/1992,1200.88
27/04/1992,1182.82
28/04/1992,1376.65
29/04/1992,1491.98
30/04/1992,1302.63
01/05/1992,3520.32
02/05/1992,3173.69
03/05/1992,3203.04
04/05/1992,2366.73
05/05/1992,3583.65
06/05/1992,1589.92
07/05/1992,3417.03
08/05/1992,3467.16
09/05/1992,2783.8
10/05/1992,3636.46
11/05/1992,2968.45
12/05/1992,3031.22
13/05/1992,3169.76
14/05/1992,4593.29
15/05/1992,3672.22
16/05/1992,3350.57
17/05/1992,2543.6
18/05/1992,3071.79
19/05/1992,2593.44
20/05/1992,3411.06
21/05/1992,3070.23
22/05/1992,2437.74
23/05/1992,3040.56
24/05/1992,2575.29
25/05/1992,3075.61
26/05/1992,2570.46
27/05/1992,3013.74
28/05/1992,3375.23
29/05/1992,2973.47
30/05/1992,2804.56
31/05/1992,3101.64
01/06/1992,3348.59
02/06/1992,2446.41
03/06/1992,3130.33
04/06/1992,3658.77
05/06/1992,3286.83
06/06/1992,3028.88
07/06/1992,3319.87
08/06/1992,3226.25
09/06/1992,3376.8
10/06/1992,1988.03
11/06/1992,2223.27
12/06/1992,3502.41
13/06/1992,2247.36
14/06/1992,3200.77
15/06/1992,2823.98
16/06/1992,2501.91
17/06/1992,3174.82
18/06/1992,3100.52
19/06/1992,4055.17
20/06/1992,2687.59
21/06/1992,3720.06
22/06/1992,3176.21
23/06/1992,2669.49
24/06/1992,3399.62
25/06/1992,3282.87
26/06/1992,3017.92
27/06/1992,3133.15
28/06/1992,2701.51
29/06/1992,2587.11
30/06/1992,3379.72
01/07/1992,2888.03
02/07/1992,2959.96
03/07/1992,3139.91
04/07/1992,3132.64
05/07/1992,2285.34
06/07/1992,3643.13
07/07/1992,3060.59
08/07/1992,2898.67
09/07/1992,3215.42
10/07/1992,3118.27
11/07/1992,3383.53
12/07/1992,3268.99
13/07/1992,3358.92
14/07/1992,3675.5
15/07/1992,3441.81
16/07/1992,2919.76
17/07/1992,2438.55
18/07/1992,3833.9
19/07/1992,2881.14
20/07/1992,2763.45
21/07/1992,2131.64
22/07/1992,3169.24
23/07/1992,3074.44
24/07/1992,2242.44
25/07/1992,3226.64
26/07/1992,2750.9
27/07/1992,4345.16
28/07/1992,2715.32
29/07/1992,2782.4
30/07/1992,2562.61
31/07/1992,3638.94
01/08/1992,2813.61
02/08/1992,2637.54
03/08/1992,3353.48
04/08/1992,2309.82
05/08/1992,3312.56
06/08/1992,3890.7
07/08/1992,3283.3
08/08/1992,3318.95
09/08/1992,3435.03
10/08/1992,3854.85
11/08/1992,3604.95
12/08/1992,3219.83
13/08/1992,3451.95
14/08/1992,2557.03
15/08/1992,3388.15
16/08/1992,2497.22
17/08/1992,2816.49
18/08/1992,1458.72
19/08/1992,3200.71
20/08/1992,2678.06
21/08/1992,3555.57
22/08/1992,3195.1
23/08/1992,3562.05
24/08/1992,2458.2
25/08/1992,3519.19
26/08/1992,4052.93
27/08/1992,3382.08
28/08/1992,3395.17
29/08/1992,3084.8
30/08/1992,2737.67
31/08/1992,3380.6
01/09/1992,2246.96
02/09/1992,2791.12
03/09/1992,2114.47
04/09/1992,2648.17
05/09/1992,3321.02
06/09/1992,3252.7
07/09/1992,3025.46
08/09/1992,3085.2
09/09/1992,2057.07
10/09/1992,2813.72
11/09/1992,2659.32
12/09/1992,2670.47
13/09/1992,3299.79
14/09/1992,2569.75
15/09/1992,2697.66
16/09/1992,1956.47
17/09/1992,2852.94
18/09/1992,2456.08
19/09/1992,3039.6
20/09/1992,2524.45
21/09/1992,3052.27
22/09/1992,2927.66
23/09/1992,3836.02
24/09/1992,3248.61
25/09/1992,2080.18
26/09/1992,2367.56
27/09/1992,3027.6
28/09/1992,2535.08
29/09/1992,1515.82
30/09/1992,3674.77
01/10/1992,1419
02/10/1992,1419
03/10/1992,1419
04/10/1992,1419
05/10/1992,1419
06/10/1992,1419
07/10/1992,1419
08/10/1992,1419
09/10/1992,1419
10/10/1992,1419
11/10/1992,1419
12/10/1992,1419
13/10/1992,1419
14/10/1992,1419
15/10/1992,1419
16/10/1992,1419
17/10/1992,1419
18/10/1992,1419
19/10/1992,1419
20/10/1992,1419
21/10/1992,1419
22/10/1992,1419
23/10/1992,1419
24/10/1992,1419
25/10/1992,1419
26/10/1992,1419
27/10/1992,1419
28/10/1992,1419
29/10/1992,1419
30/10/1992,1419
31/10/1992,1419
01/11/1992,1716.07
02/11/1992,1656.29
03/11/1992,1317.8
04/11/1992,1628.3
05/11/1992,1288.69
06/11/1992,1561.46
07/11/1992,1223.83
08/11/1992,1954.89
09/11/1992,1028.93
10/11/1992,1869.69
11/11/1992,1511.67
12/11/1992,1353.16
13/11/1992,1550.1
14/11/1992,1720
15/11/1992,1910.02
16/11/1992,1593.94
17/11/1992,1232.79
18/11/1992,1516.69
19/11/1992,2045.04
20/11/1992,1904.3
21/11/1992,1772.63
22/11/1992,1738.71
23/11/1992,1709.84
24/11/1992,1847.63
25/11/1992,1363.01
26/11/1992,1093.47
27/11/1992,1520.7
28/11/1992,1254.73
29/11/1992,1183.49
30/11/1992,1283.92
01/12/1992,2245.59
02/12/1992,1540.84
03/12/1992,1608.57
04/12/1992,1133.29
05/12/1992,946.87
06/12/1992,1254.28
07/12/1992,1931.46
08/12/1992,1600.28
09/12/1992,1679.58
10/12/1992,1721.57
11/12/1992,1322.6
12/12/1992,1916.39
13/12/1992,1310.16
14/12/1992,1921.87
15/12/1992,1632.69
16/12/1992,963.29
17/12/1992,1275.6
18/12/1992,964.52
19/12/1992,1848.98
20/12/1992,1492.58
21/12/1992,831.5
22/12/1992,1612.72
23/12/1992,1338.85
24/12/1992,1054.86
25/12/1992,2003.39
26/12/1992,1532.19
27/12/1992,1411.97
28/12/1992,1380.17
29/12/1992,1046.02
30/12/1992,1108.64
31/12/1992,1885.48
01/01/1993,1357.84
02/01/1993,1506.62
03/01/1993,886.7
04/01/1993,1104.57
05/01/1993,1682.94
06/01/1993,1613.31
07/01/1993,2026.01
08/01/1993,1902.89
09/01/1993,1430.79
10/01/1993,1641.89
11/01/1993,1405.02
12/01/1993,2116.44
13/01/1993,1844.7
14/01/1993,1550.91
15/01/1993,1560.12
16/01/1993,1933.46
17/01/1993,1673.87
18/01/1993,1967.59
19/01/1993,841.91
20/01/1993,1638.37
21/01/1993,1345.37
22/01/1993,2026.91
23/01/1993,1963.92
24/01/1993,1509.85
25/01/1993,1960.69
26/01/1993,2034.93
27/01/1993,1522.32
28/01/1993,2241.58
29/01/1993,1490.6
30/01/1993,1435.64
31/01/1993,1759.76
01/02/1993,1393.86
02/02/1993,1525.6
03/02/1993,1922.83
04/02/1993,1505.77
05/02/1993,991.49
06/02/1993,1610.2
07/02/1993,1291.11
08/02/1993,1759.58
09/02/1993,1708.86
10/02/1993,1941.42
11/02/1993,1772.26
12/02/1993,1827.07
13/02/1993,1299.27
14/02/1993,1741.2
15/02/1993,2090.54
16/02/1993,1293.41
17/02/1993,2039.92
18/02/1993,1335.19
19/02/1993,1244.41
20/02/1993,1588.86
21/02/1993,1714.77
22/02/1993,1773.53
23/02/1993,1211.47
24/02/1993,1630.36
25/02/1993,1294.33
26/02/1993,1053.32
27/02/1993,1221.38
28/02/1993,1274.73
01/03/1993,1656.48
02/03/1993,1845.66
03/03/1993,1058.04
04/03/1993,1605.59
05/03/1993,1146.99
06/03/1993,1688.73
07/03/1993,1313.18
08/03/1993,1184.6
09/03/1993,1739.9
10/03/1993,1323.92
11/03/1993,1405.21
12/03/1993,834
13/03/1993,1783.97
14/03/1993,1746.27
15/03/1993,1501.64
16/03/1993,1041.73
17/03/1993,1862.81
18/03/1993,1300.12
19/03/1993,1363.99
20/03/1993,2193.61
21/03/1993,1288.91
22/03/1993,1722.66
23/03/1993,1668.63
24/03/1993,1617.05
25/03/1993,1584.6
26/03/1993,1612.92
27/03/1993,1581.58
28/03/1993,1484.42
29/03/1993,1953.38
30/03/1993,1106.2
31/03/1993,1806.44
01/04/1993,1746.7
02/04/1993,1709.52
03/04/1993,1835.09
04/04/1993,1472.22
05/04/1993,939.31
06/04/1993,1478.31
07/04/1993,1202.64
08/04/1993,1280.44
09/04/1993,1127.27
10/04/1993,1356.8
11/04/1993,1321.01
12/04/1993,786.73
13/04/1993,1710.07
14/04/1993,2166.1
15/04/1993,1681.87
16/04/1993,1439.12
17/04/1993,1483.58
18/04/1993,1373.7
19/04/1993,1527.01
20/04/1993,1488.9
21/04/1993,1247.69
22/04/1993,2004.87
23/04/1993,1053.85
24/04/1993,1715.5
25/04/1993,1469.64
26/04/1993,2070.25
27/04/1993,1602.26
28/04/1993,1392.03
29/04/1993,1425.69
30/04/1993,1511.97
01/05/1993,2428.6
02/05/1993,2616.57
03/05/1993,2107.53
04/05/1993,2538.51
05/05/1993,3046.95
06/05/1993,3150.09
07/05/1993,2010.34
08/05/1993,2931.39
09/05/1993,3281.7
10/05/1993,2918.54
11/05/1993,2683.11
12/05/1993,2793.92
13/05/1993,2729.62
14/05/1993,2681.63
15/05/1993,3086.91
16/05/1993,4153.84
17/05/1993,2628.15
18/05/1993,2840.93
19/05/1993,2974.15
20/05/1993,2656.32
21/05/1993,3549.12
22/05/1993,1814.56
23/05/1993,2734.47
24/05/1993,3409.16
25/05/1993,2852.95
26/05/1993,2589.58
27/05/1993,3220.38
28/05/1993,3453.17
29/05/1993,3105.32
30/05/1993,2599.39
31/05/1993,3228.1
01/06/1993,2798.98
02/06/1993,3372.59
03/06/1993,3741.63
04/06/1993,1697.21
05/06/1993,3055.53
06/06/1993,2132.13
07/06/1993,4220.89
08/06/1993,2765.94
09/06/1993,3373.19
10/06/1993,2982.34
11/06/1993,2598.46
12/06/1993,2538.97
13/06/1993,3792.84
14/06/1993,3477.97
15/06/1993,3971.79
16/06/1993,3027.73
17/06/1993,3143.96
18/06/1993,2866.4
19/06/1993,2856.46
20/06/1993,2479.06
21/06/1993,3042.01
22/06/1993,2605.38
23/06/1993,3220.95
24/06/1993,3085.01
25/06/1993,3143.84
26/06/1993,3837.56
27/06/1993,2981.14
28/06/1993,3378.36
29/06/1993,4025.75
30/06/1993,3653.31
01/07/1993,1940
02/07/1993,1940
03/07/1993,1940
04/07/1993,1940
05/07/1993,1940
06/07/1993,1940
07/07/1993,1940
08/07/1993,1940
09/07/1993,1940
10/07/1993,1940
11/07/1993,1940
12/07/1993,1940
13/07/1993,1940
14/07/1993,1940
15/07/1993,1940
16/07/1993,1940
17/07/1993,1940
18/07/1993,1940
19/07/1993,1940
20/07/1993,1940
21/07/1993,1940
22/07/1993,1940
23/07/1993,1940
24/07/1993,1940
25/07/1993,1940
26/07/1993,1940
27/07/1993,1940
28/07/1993,1940
29/07/1993,1940
30/07/1993,1940
31/07/1993,1940
01/08/1993,3576.58
02/08/1993,2846.66
03/08/1993,3114.82
04/08/1993,2340.86
05/08/1993,3249.46
06/08/1993,3137.23
07/08/1993,3011.69
08/08/1993,3513.6
09/08/1993,2396.11
10/08/1993,3817.43
11/08/1993,3450.88
12/08/1993,2964.68
13/08/1993,2925.64
14/08/1993,3240.31
15/08/1993,3760.43
16/08/1993,3050.8
17/08/1993,3072.02
18/08/1993,3009.06
19/08/1993,3891.01
20/08/1993,2815.56
21/08/1993,2985.25
22/08/1993,3731.72
23/08/1993,3073.51
24/08/1993,3568.53
25/08/1993,2544.36
26/08/1993,2897.35
27/08/1993,3742.22
28/08/1993,2661.83
29/08/1993,2924.35
30/08/1993,3128.34
31/08/1993,2505.42
01/09/1993,2793.09
02/09/1993,3056.32
03/09/1993,3023.34
04/09/1993,3640.18
05/09/1993,3770.73
06/09/1993,2571.96
07/09/1993,3055.63
08/09/1993,3337.12
09/09/1993,3758.17
10/09/1993,3359.25
11/09/1993,3145.46
12/09/1993,3333.27
13/09/1993,3336.88
14/09/1993,2536.14
15/09/1993,3096.4
16/09/1993,3729.58
17/09/1993,2896.32
18/09/1993,3064.72
19/09/1993,2878.74
20/09/1993,1843.07
21/09/1993,3010.3
22/09/1993,3150.9
23/09/1993,2743.75
24/09/1993,2422.68
25/09/1993,2559.7
26/09/1993,3382.09
27/09/1993,3986.26
28/09/1993,3691.22
29/09/1993,2327.83
30/09/1993,3427.31
01/10/1993,2668.42
02/10/1993,2708.87
03/10/1993,2769.01
04/10/1993,3353.03
05/10/1993,3479.63
06/10/1993,2950.98
07/10/1993,2959.46
08/10/1993,3232.13
09/10/1993,3284
10/10/1993,3588.11
11/10/1993,2357.81
12/10/1993,3010.01
13/10/1993,2465.99
14/10/1993,2974.53
15/10/1993,2886.91
16/10/1993,2976.63
17/10/1993,2600.13
18/10/1993,2256.36
19/10/1993,1952.78
20/10/1993,2934.41
21/10/1993,2784.5
22/10/1993,2662.03
23/10/1993,3661.27
24/10/1993,2570.28
25/10/1993,3708.42
26/10/1993,3811.92
27/10/1993,2024.55
28/10/1993,3046.19
29/10/1993,2800.15
30/10/1993,1544.1
31/10/1993,2277.68
01/11/1993,1732.48
02/11/1993,2105.76
03/11/1993,1770.8
04/11/1993,1597.09
05/11/1993,1493.6
06/11/1993,2004.8
07/11/1993,2144.47
08/11/1993,1323.95
09/11/1993,900
10/11/1993,870.54
11/11/1993,1896.56
12/11/1993,1485.88
13/11/1993,1554.97
14/11/1993,962.8
15/11/1993,1274.04
16/11/1993,1411.36
17/11/1993,1562.35
18/11/1993,1380.42
19/11/1993,1188.8
20/11/1993,1264.63
21/11/1993,1862.5
22/11/1993,1573.44
23/11/1993,1683.65
24/11/1993,1230.34
25/11/1993,613.85
26/11/1993,1343.07
27/11/1993,1240.03
28/11/1993,1604.7
29/11/1993,2485.72
30/11/1993,1708.55
01/12/1993,2320.79
02/12/1993,1670.63
03/12/1993,1311.03
04/12/1993,1604.37
05/12/1993,2034.19
06/12/1993,2048.87
07/12/1993,1327.4
08/12/1993,1575.96
09/12/1993,1071.22
10/12/1993,1747.4
11/12/1993,1966.01
12/12/1993,1511.94
13/12/1993,1299.78
14/12/1993,1608.04
15/12/1993,1625.24
16/12/1993,1524.34
17/12/1993,1553.61
18/12/1993,1447.86
19/12/1993,1798.79
